Class (label),school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,0.0,1.0,18,0.0,1.0,1.0,5,4,1.0,2.0,1.0,1.0,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2
1,0.0,1.0,18,1.0,1.0,1.0,4,3,2.0,2.0,1.0,1.0,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1
0,0.0,0.0,17,0.0,1.0,1.0,4,4,2.0,2.0,3.0,1.0,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4
0,0.0,0.0,18,0.0,1.0,1.0,3,3,5.0,3.0,3.0,1.0,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0
1,0.0,1.0,18,1.0,0.0,0.0,4,5,2.0,2.0,4.0,1.0,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13
0,0.0,1.0,17,0.0,1.0,1.0,4,2,3.0,2.0,2.0,1.0,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2
0,0.0,0.0,18,1.0,1.0,1.0,5,5,1.0,2.0,4.0,1.0,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8
0,0.0,1.0,18,0.0,1.0,1.0,5,3,4.0,2.0,4.0,2.0,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10
0,0.0,0.0,18,1.0,1.0,1.0,3,2,2.0,2.0,4.0,1.0,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0
0,0.0,0.0,19,0.0,1.0,1.0,4,4,2.0,3.0,3.0,3.0,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15
1,0.0,0.0,18,0.0,1.0,1.0,3,4,2.0,3.0,4.0,2.0,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4
0,0.0,0.0,18,0.0,0.0,1.0,2,2,2.0,2.0,3.0,1.0,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2
1,0.0,1.0,17,1.0,1.0,1.0,2,3,5.0,5.0,3.0,1.0,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2
0,0.0,0.0,17,0.0,1.0,1.0,3,5,5.0,4.0,4.0,1.0,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2
1,0.0,0.0,17,0.0,0.0,1.0,3,3,3.0,2.0,1.0,1.0,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6
0,0.0,0.0,18,1.0,1.0,0.0,4,3,2.0,3.0,3.0,1.0,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75
0,0.0,1.0,18,0.0,1.0,1.0,5,5,1.0,3.0,3.0,1.0,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22
0,0.0,0.0,18,0.0,1.0,1.0,5,5,4.0,4.0,4.0,2.0,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15
0,0.0,1.0,18,0.0,0.0,1.0,5,4,1.0,3.0,1.0,1.0,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8
0,0.0,1.0,17,0.0,0.0,0.0,5,2,3.0,2.0,3.0,1.0,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30
0,0.0,1.0,17,0.0,0.0,0.0,4,3,1.0,3.0,3.0,1.0,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19
1,0.0,0.0,18,1.0,0.0,1.0,2,2,5.0,2.0,4.0,1.0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1
0,0.0,0.0,18,0.0,1.0,1.0,2,2,2.0,2.0,3.0,1.0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4
0,0.0,0.0,17,0.0,1.0,1.0,3,3,2.0,2.0,1.0,1.0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4
0,0.0,1.0,17,0.0,1.0,1.0,2,2,2.0,2.0,4.0,2.0,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2
1,0.0,0.0,18,0.0,1.0,1.0,3,3,5.0,5.0,2.0,1.0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5
1,0.0,0.0,17,0.0,1.0,1.0,2,2,3.0,1.0,4.0,1.0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6
1,0.0,1.0,18,0.0,1.0,1.0,3,2,3.0,3.0,4.0,1.0,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6
1,0.0,1.0,18,0.0,0.0,0.0,5,5,1.0,1.0,4.0,1.0,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9
0,0.0,1.0,18,0.0,1.0,1.0,5,3,1.0,2.0,3.0,1.0,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11
1,0.0,0.0,17,0.0,1.0,1.0,5,4,4.0,3.0,4.0,1.0,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0
1,0.0,0.0,18,0.0,0.0,1.0,3,2,3.0,5.0,4.0,1.0,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12
1,0.0,0.0,17,1.0,0.0,1.0,4,2,3.0,2.0,4.0,1.0,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6
1,0.0,1.0,18,1.0,0.0,1.0,4,3,3.0,2.0,4.0,1.0,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8
0,0.0,1.0,17,0.0,1.0,1.0,4,4,4.0,2.0,3.0,1.0,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4
0,0.0,0.0,19,0.0,1.0,1.0,5,5,4.0,2.0,4.0,3.0,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0
0,0.0,0.0,18,0.0,0.0,1.0,5,4,2.0,2.0,3.0,3.0,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10
1,0.0,0.0,18,0.0,1.0,1.0,5,4,2.0,2.0,4.0,2.0,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0
1,0.0,1.0,18,0.0,0.0,1.0,5,5,1.0,1.0,3.0,1.0,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5
0,0.0,0.0,18,0.0,0.0,0.0,5,5,4.0,2.0,3.0,1.0,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14
0,0.0,1.0,17,0.0,0.0,1.0,5,5,2.0,1.0,3.0,2.0,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0
1,0.0,0.0,17,0.0,1.0,1.0,5,3,2.0,2.0,4.0,1.0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0
1,0.0,0.0,17,0.0,1.0,1.0,4,3,4.0,4.0,4.0,2.0,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0
1,0.0,1.0,19,0.0,1.0,1.0,4,4,2.0,2.0,3.0,3.0,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20
1,0.0,0.0,18,0.0,1.0,1.0,3,5,3.0,5.0,4.0,3.0,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8
1,0.0,1.0,20,0.0,1.0,0.0,4,3,3.0,2.0,1.0,3.0,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0
0,0.0,1.0,19,0.0,1.0,1.0,5,5,1.0,3.0,4.0,3.0,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38
1,0.0,1.0,19,1.0,1.0,1.0,4,4,2.0,3.0,4.0,2.0,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0
0,0.0,0.0,19,0.0,0.0,1.0,2,2,5.0,2.0,4.0,3.0,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18
0,0.0,0.0,19,0.0,0.0,1.0,2,3,3.0,3.0,3.0,3.0,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0
1,0.0,0.0,19,0.0,1.0,1.0,3,2,5.0,2.0,2.0,3.0,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20
0,0.0,1.0,19,0.0,1.0,1.0,2,3,2.0,3.0,1.0,3.0,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3
0,0.0,0.0,19,0.0,0.0,1.0,4,3,3.0,2.0,4.0,3.0,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22
1,0.0,0.0,19,0.0,1.0,1.0,2,2,5.0,4.0,3.0,3.0,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14
0,0.0,0.0,19,1.0,1.0,1.0,3,4,2.0,2.0,4.0,3.0,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40
0,0.0,0.0,18,0.0,1.0,1.0,3,2,3.0,2.0,1.0,1.0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0
0,0.0,0.0,18,0.0,1.0,1.0,5,4,2.0,2.0,1.0,1.0,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9
0,0.0,0.0,17,1.0,1.0,1.0,4,5,5.0,3.0,1.0,2.0,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0
0,0.0,0.0,18,0.0,1.0,1.0,5,5,1.0,2.0,1.0,1.0,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2
1,0.0,0.0,17,0.0,1.0,0.0,5,4,3.0,3.0,1.0,1.0,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23
0,0.0,0.0,17,0.0,1.0,1.0,3,3,2.0,2.0,1.0,1.0,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12
0,0.0,0.0,17,1.0,0.0,1.0,3,3,3.0,3.0,1.0,1.0,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3
1,0.0,0.0,17,0.0,1.0,1.0,4,2,3.0,3.0,1.0,2.0,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1
1,0.0,0.0,17,0.0,0.0,1.0,1,3,5.0,5.0,3.0,2.0,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0
0,0.0,1.0,18,0.0,1.0,1.0,5,5,2.0,2.0,1.0,1.0,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3
1,0.0,1.0,17,0.0,1.0,1.0,4,4,2.0,3.0,4.0,1.0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3
0,0.0,1.0,17,1.0,1.0,1.0,3,3,3.0,2.0,1.0,1.0,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8
0,0.0,0.0,17,0.0,1.0,1.0,5,5,1.0,3.0,1.0,1.0,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7
1,0.0,0.0,17,0.0,1.0,1.0,5,5,1.0,1.0,1.0,1.0,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4
0,0.0,1.0,18,0.0,0.0,1.0,3,3,2.0,2.0,1.0,1.0,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2
1,0.0,0.0,17,1.0,1.0,1.0,3,5,5.0,2.0,1.0,2.0,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7
0,0.0,0.0,18,0.0,1.0,1.0,4,4,3.0,3.0,3.0,1.0,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0
0,0.0,0.0,18,0.0,0.0,1.0,3,3,2.0,2.0,3.0,3.0,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0
0,0.0,0.0,18,1.0,1.0,1.0,3,3,5.0,2.0,1.0,1.0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0
1,0.0,0.0,17,0.0,1.0,1.0,4,5,3.0,2.0,1.0,1.0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16
1,0.0,0.0,19,1.0,1.0,0.0,4,2,3.0,5.0,3.0,3.0,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12
0,0.0,0.0,17,0.0,1.0,1.0,4,3,2.0,2.0,3.0,1.0,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0
1,0.0,0.0,18,0.0,0.0,1.0,4,4,3.0,3.0,3.0,1.0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7
0,0.0,0.0,17,1.0,1.0,0.0,4,3,2.0,2.0,3.0,1.0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4
0,0.0,0.0,19,0.0,1.0,1.0,3,2,3.0,3.0,3.0,3.0,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4
0,0.0,1.0,18,0.0,1.0,1.0,5,5,1.0,3.0,3.0,2.0,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0
1,0.0,1.0,18,0.0,0.0,1.0,4,5,3.0,2.0,3.0,1.0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11
0,0.0,0.0,17,0.0,1.0,0.0,3,3,5.0,5.0,3.0,2.0,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0
0,0.0,0.0,18,0.0,1.0,1.0,3,4,5.0,2.0,1.0,1.0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4
1,0.0,0.0,18,0.0,1.0,1.0,4,3,2.0,3.0,2.0,1.0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7
1,0.0,1.0,18,1.0,1.0,1.0,5,4,1.0,3.0,1.0,1.0,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9
0,0.0,1.0,18,0.0,1.0,1.0,5,4,1.0,2.0,1.0,1.0,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0
1,0.0,0.0,17,0.0,1.0,1.0,5,4,4.0,2.0,4.0,1.0,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0
1,1.0,1.0,18,1.0,1.0,1.0,4,3,2.0,2.0,1.0,1.0,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10
0,1.0,1.0,19,1.0,1.0,1.0,2,2,2.0,3.0,3.0,3.0,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8
1,1.0,1.0,17,0.0,1.0,1.0,4,4,4.0,2.0,1.0,1.0,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2
0,1.0,1.0,18,0.0,0.0,1.0,2,4,5.0,3.0,1.0,1.0,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7
0,1.0,1.0,19,1.0,1.0,1.0,2,2,2.0,2.0,3.0,3.0,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4
0,1.0,1.0,17,1.0,1.0,1.0,5,4,3.0,2.0,3.0,1.0,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4
0,1.0,0.0,18,0.0,1.0,1.0,4,4,3.0,3.0,1.0,2.0,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0
1,1.0,0.0,17,1.0,1.0,1.0,5,5,1.0,3.0,2.0,2.0,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4
0,1.0,0.0,17,0.0,0.0,0.0,4,3,3.0,2.0,4.0,1.0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2
0,1.0,1.0,18,0.0,0.0,1.0,2,2,2.0,3.0,3.0,2.0,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4
1,1.0,0.0,18,0.0,0.0,1.0,2,2,5.0,3.0,1.0,2.0,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0
1,1.0,0.0,18,1.0,0.0,0.0,2,5,5.0,2.0,1.0,1.0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0
1,1.0,1.0,18,1.0,0.0,1.0,2,2,5.0,2.0,2.0,1.0,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2
0,1.0,0.0,18,0.0,1.0,1.0,4,4,3.0,3.0,2.0,1.0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0
1,1.0,0.0,17,0.0,0.0,1.0,5,5,5.0,5.0,1.0,1.0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0
1,1.0,0.0,17,1.0,1.0,1.0,2,3,2.0,3.0,1.0,2.0,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0
0,1.0,1.0,18,1.0,1.0,1.0,2,4,5.0,2.0,1.0,1.0,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4
1,1.0,1.0,18,0.0,0.0,1.0,5,5,1.0,3.0,2.0,1.0,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0
0,1.0,0.0,17,1.0,1.0,1.0,2,2,2.0,3.0,4.0,1.0,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0
0,1.0,0.0,18,0.0,1.0,1.0,3,4,5.0,3.0,1.0,2.0,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0
0,1.0,0.0,18,1.0,1.0,1.0,5,5,2.0,1.0,2.0,2.0,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10
0,1.0,0.0,19,0.0,0.0,1.0,4,3,3.0,3.0,3.0,3.0,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4
1,1.0,1.0,18,1.0,0.0,1.0,2,3,5.0,3.0,2.0,2.0,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3
0,1.0,0.0,17,0.0,1.0,1.0,3,3,2.0,5.0,3.0,1.0,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8
0,1.0,0.0,17,1.0,1.0,1.0,2,3,2.0,2.0,1.0,1.0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14
1,1.0,0.0,18,1.0,0.0,1.0,5,5,2.0,2.0,4.0,1.0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0
0,1.0,0.0,18,1.0,1.0,1.0,2,2,2.0,2.0,3.0,1.0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2
1,1.0,0.0,20,0.0,1.0,1.0,5,3,4.0,2.0,1.0,3.0,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4
0,1.0,0.0,18,1.0,0.0,1.0,5,5,1.0,3.0,1.0,1.0,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4
1,1.0,0.0,18,0.0,1.0,1.0,4,4,2.0,2.0,3.0,1.0,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0
0,1.0,0.0,17,1.0,1.0,1.0,4,2,5.0,2.0,4.0,1.0,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17
1,1.0,1.0,18,0.0,1.0,1.0,5,5,1.0,1.0,3.0,2.0,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4
0,1.0,1.0,18,1.0,1.0,1.0,3,2,2.0,2.0,2.0,1.0,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5
0,1.0,1.0,17,0.0,1.0,1.0,3,4,2.0,3.0,3.0,2.0,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2
0,1.0,1.0,19,1.0,1.0,1.0,2,2,2.0,3.0,2.0,1.0,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0
0,1.0,1.0,18,1.0,1.0,1.0,5,3,2.0,2.0,3.0,2.0,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14
0,1.0,0.0,18,1.0,1.0,1.0,3,3,5.0,2.0,2.0,1.0,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2
0,1.0,0.0,18,1.0,1.0,1.0,5,5,1.0,5.0,4.0,1.0,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7
0,1.0,0.0,19,1.0,1.0,1.0,3,4,3.0,2.0,1.0,1.0,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0
0,1.0,0.0,18,0.0,0.0,1.0,4,2,1.0,3.0,1.0,1.0,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0
0,1.0,0.0,18,0.0,1.0,1.0,2,2,2.0,2.0,1.0,1.0,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0
0,1.0,1.0,20,0.0,0.0,0.0,3,3,3.0,3.0,1.0,3.0,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11
1,1.0,1.0,17,0.0,0.0,1.0,4,2,3.0,3.0,1.0,1.0,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3
0,1.0,1.0,21,1.0,1.0,1.0,2,2,2.0,2.0,1.0,3.0,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3
0,1.0,1.0,18,1.0,0.0,1.0,4,3,3.0,2.0,1.0,1.0,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0
0,1.0,1.0,19,0.0,0.0,1.0,2,2,2.0,5.0,1.0,2.0,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5
